Utility Company,EIA Utility Id,Twitter Handle,Facebook Page,Outage Phone Number,Outage Map URL,Phone Number,Web Site
Ocmulgee Electric Member Corp,13934,,,478-374-7001; 1-800-342-5509.,,(478) 374-7001; (800) 342-5509,http://www.ocmulgeeemc.com/
Oconee Electric Member Corp,13962,,https://www.facebook.com/pages/Oconee-Electric-Membership-Corporation/240982586582?ref=hl,478-676-3191; 800-522-2930.,,478-676-3191,http://www.oconeeemc.com/
Oconomowoc Utilities,13963,@Oconomowoc_WI,,262-569-2196 or 262-567-4401 After Hours,,262-569-2196,http://www.oconomowoc-wi.gov/index.aspx?nid=146
Oconto Electric Cooperative,13964,,https://www.facebook.com/ocontoelectric,(800) 472-8410,,920-846-2816,http://www.ocontoelectric.com/
Oconto Falls Water & Light Comm,13965,,,(920) 846-4507,,(920) 846-4507,http://ofmu.org/about_us/
Ocotillo Water Conserv. Dist.,13961,,,480-610-8741,,480-610-8741,
Oglethorpe Power Corporation,13994,,,(770) 270-7600,,(770) 270-7600,http://www.opc.com/index.htm
Ohio Edison Co,13998,@OhioEdison,,888-544-4877,https://www.firstenergycorp.com/outages_help/current_outages_maps.html,,https://www.firstenergycorp.com/content/customer/ohio_edison.html
Ohio Power Co,14006,,,,https://www.aepohio.com/outages/outageMap.aspx,,https://www.aepohio.com
Ohio Valley Electric Corp,14015,,,(740) 289-7200,,,http://www.ovec.com/index.php
"Ohop Mutual Light Company, Inc",14012,,,(253) 847 - 4363,,(253) 847 - 4363,http://ohop.coop/
"Okanogan County Elec Coop, Inc",14074,,,1-509-996-2228,,1-509-996-2228,http://www.okanoganelectriccoop.com/
Okeene Public Works Authority,14057,,,(580) 822-3035,,(580) 822-3035,http://www.okeene.com
Okefenoke Rural El Member Corp,31833,,,1-800-262-5131,,1-800-262-5131,http://www.oremc.com/
Okefenoke Rural El Member Corp (Florida),31833,,,1.800.262.5131,http://gisservices.oremc.co/FlexDebug/External/eMaps/,1-800-432-4770,http://www.oremc.com/
Oklahoma Electric Coop Inc,14062,@okcoop,https://www.facebook.com/OklaElec,405-321-2024,http://www.okcoop.org/outages,1-405-321-2024,http://www.okcoop.org/
Oklahoma Gas & Electric Co,14063,@OGandE,https://www.facebook.com/OGEpower,405-272-9595 (Oklahoma City) or 800-522-6870 (all other areas).,https://oge.com/wps/portal/oge/outages/systemwatch/%21ut/p/a1/pZFRa4MwEMe_in3Zo5fF1vY11VJqoWtloS4vI4ZMQ42RKAv99otjT2O6we7t4Pfj7v4HDApgLX9XFR-UaXkz9ix-3WCUoMMSZ3ucxYgk-fMa0xwjGnngxQNoogj65h_xDpFjml5W5_TxEMVf_hRwWv5t_pS__afvF_zFvwL7ROYSmM1gPHEW8DdkwKrGlP4f1,405-272-9741 or 800-272-9741,https://oge.com/wps/portal/oge/outages/report-outage/%21ut/p/a1/pZKxboMwFEV_hSwdsbEJYXUAJRApJLQE6qUyiIIbwAhQ-f2aqktCA6r6Nkvn6OrdZ0BBDGjNPnnOei5qVo5varyZCFrQ1ZHnB3sHEmvvWC6xNHjCEniVAHwwBN76uwOS_sG2z-uTrbnY-PEfAUf9zkeeIfODlw0KAwRDvODLgH_5F3y3P7Z16WvP_gU7CB7
Oklahoma Gas & Electric Co (Arkansas),14063,@OGandE,https://www.facebook.com/OGEpower,800-522-6870,,800-522-6870,https://oge.com/wps/portal/oge/outages/report-outage/%21ut/p/a1/pZDbCoJAEEC_pR9wRtfCV2-ESmkXTfclNLZNUjfMEvr6tKeCsqB5GzgHzgxQiIFW6TXnaZOLKi36nU62moImOqri-sRSUTfllR8RW8E5dkDyDEw9xUbds6zFOLBkJyL_-Yb6m48fRsdv_gboK_LmgkGgT3wAAw0uUF6IrPvnxgB6O15ma96X61VGNA60Znt
Oklahoma Municipal Power Auth,14077,@OMPA_,https://www.facebook.com/pages/Oklahoma-Municipal-Power-Authority-OMPA/125994407444079,405-340-5047 or 580-763-8047,http://ompa.com/outages/,405-340-5047 or 580-763-8047,http://ompa.com/
Old Dominion Electric Coop,40229,,,1-804-747-0592,,1-804-747-0592,http://www.odec.com/
Old Dominion Power Co,,,,,,,
Oliver-Mercer Elec Coop Inc,14088,,,,,,
Olmsted County Public Works,21995,@OlmstedCOHSEM,https://www.facebook.com/pages/Olmsted-County-Public-Works/1536287513256862?ref=profile,507-328-7070,,507-328-7070,http://www.co.olmsted.mn.us/pw/Pages/default.aspx
Omaha Public Power District,14127,,,1-800-331-5666,http://ww3.oppd.com/power-outage-map/,402.636.2000,http://www.oppd.com
Omya Inc,19794,,https://www.facebook.com/pages/Omya/,(800) 451-6110,http://vtoutages.com/,(802) 459-3311,http://www.omya-na.com/
OnPAC Energy,56260,,,1-866- 223-8508 or 1-888-313-4747 or 1-800-332-7143 or1-888-866-7456,,1-866- 223-8508 or 1-888-313-4747 or 1-800-332-7143 or1-888-866-7456,http://www.onpac.com/
Oncor Electric Delivery Company LLC,44372,@oncor,http://www.facebook.com/oncor,1.888.875.6279,http://stormcenter.oncor.com/,1.888.313.6862,http://www.oncor.com/EN/Pages/default.aspx
"Oneida-Madison Elec Coop, Inc",14125,,,315-893-1851,,315-893-1851,http://www.oneida-madison.coop/
Ontonagon County R E A,14156,,,866-639-6098 After Hours,,906-884-4151,http://ontonagon.coop/
Optim Energy Marketing LLC,56544,,,,,,
Orange & Rockland Utils Inc,14154,@ORUConnec,https://www.facebook.com/ORUConnect,1-877-434-4100,http://apps.coned.com/stormcenter_external_oru/default.html,1-877-434-4100,http://www.oru.com/index.html
Orange County Rural E M C,14160,,https://www.facebook.com/OrangeCountyREMC,1-812-865-2229 Toll Free: 1-888-337-5900,,1-812-865-2229 Toll Free: 1-888-337-5900,http://www.orangecountyremc.org/
Orcas Power & Light Coop,14170,@OrcasPower,https://www.facebook.com/orcaspower,(360) 376-3599,http://www.opalco.com/power-information/outages/,Eastsound Office:  (360) 376-3500; Friday Harbor Office: (360) 376-3550; Lopez Crew Station:  (360) 376-3544,http://www.opalco.com/
"Oregon Trail El Cons Coop, Inc",14109,,http://www.facebook.com/OTECoop,1-866-430-4265,,Baker County: 541-523-3616; Harney: 541-573-2666; Grant: 541-575-0161; Union: 541-963-3155,http://www.otecc.com/
Orlando Utilities Comm,14610,https://twitter.com/OUCreliableone,https://www.facebook.com/oucthereliableone,407.423.9018 or 407.957.7373,http://gis.ouc.com/mobiledetect.html,407.423.9018 or 407.957.7373,http://www.ouc.com/
Osage Valley Elec Coop Assn,14192,@OsageValley,https://www.facebook.com/osagevalley,660-679-3131  or 800-889-6832,https://ebill.osagevalley.com/oms/outageMap,660-679-3131  or 800-889-6832,http://www.osagevalley.com/
"Osceola Electric Coop, Inc",14202,,,1-888-754-2519,https://www.iowarec.org/outages/,712-754-2519,http://www.osceolaelectric.com/
Otero County Electric Coop Inc,14224,,https://www.facebook.com/OCEC.INC,1-800-548-4660,,1-800-548-4660,http://www.ocec-inc.com/
"Otsego Electric Coop, Inc",14267,@OtsegoEC,https://www.facebook.com/otsegoelectriccooperative,607-293-6622 or 866-591-3192,,607-293-6622 or 866-591-3192,http://www.otsegoec.coop/
Otter Tail Power Co,14232,@OTP_ALERTS,,800-257-4044,,,https://www.otpco.com/
Otter Tail Power Co (North Dakota),14232,@OTP_Alerts,,800-257-4044,http://tools.sensus.com/IMS/default.aspx?id=56,800-257-4044,https://www.otpco.com/
Otter Tail Power Co (South Dakota),14232,@OTP_Alerts,,800-257-4044,,800-257-4044,https://www.otpco.com/
Ouachita Electric Coop Corp,14238,,https://www.facebook.com/pages/Ouachita-Electric-Cooperative-Corporation/161532627349323?fref=photo,1-877-252-4538,http://www.oecc.com/view-outage,1-877-252-4538,http://www.oecc.com/
Our Energy LLC,56441,,,1.800.332.7143 or 1.888.313.4747 or 1.866.223.8508 or 1.800.442.8688,,1.800.332.7143 or 1.888.313.4747 or 1.866.223.8508 or 1.800.442.8688,http://www.ourenergyllc.com/
Overton Power District No 5,14245,@OPD5,https://www.facebook.com/pages/Overton-Power-District-5/,Overton - 702.397.2512 --   Mesquite - 702.346.5710 --  After hours - 888.409.6735,,(702) 397-2512,https://ebill.opd5.com/oscp/
Owen Electric Coop Inc,14251,@owenelectric,https://www.facebook.com/owenelectriccoop,1 (800) 372-7612,http://68.156.55.165/,(502) 484-3471,http://www.owenelectric.com/
Ozark Border Electric Coop,14285,,https://www.facebook.com/ozarkborderelectric,573-785-4631 or 1-800-392-0567,http://ozarkborder.org/current_outages.html,573-785-4631 or 1-800-392-0567,http://ozarkborder.org/
Ozark Electric Coop Inc,14288,,https://www.facebook.com/OzarkElectric,1-800-947-6393,http://www.ozarkelectric.com/outage_center/current_outages.html,417-466-2144,http://www.ozarkelectric.com/
Ozarks Electric Coop Corp,14289,@ozarkselectric,https://www.facebook.com/OzarksElectric,1-800-521-6144,https://ebill.ozarksecc.com/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,1-800-521-6144,http://www.ozarksecc.com/
"P K M Electric Coop, Inc",14178,,,800.552.7366,,,http://www.pkmcoop.com/
PECO Energy Co,14940,,,,,,https://www.peco.com/Pages/Home.aspx
PEPCO Energy Services,14405,,,,http://www.pepco.com/pages/connectwithus/outages/outagemaps.aspx,,http://www.pepco.com
PEPCO Energy Services (Connecticut),14405,@PepcoConnect,https://www.facebook.com/PepcoConnect,1-877-737-2662,,1-877-737-2662,https://www.pepco.com/
PEPCO Energy Services (Delaware),14405,https://twitter.com/PepcoConnect,https://www.facebook.com/PepcoConnect,1-877-737-2662,,1-877-737-2662,http://www.pepco.com/
PEPCO Energy Services (District of Columbia),14405,,,,,,
PEPCO Energy Services (Illinois),14405,,,,,,
PEPCO Energy Services (Maryland),14405,https://twitter.com/PepcoConnect,https://www.facebook.com/PepcoConnect,1-877-737-2662,,1-877-737-2662,http://www.pepco.com/connect-with-us/contact-us/
PEPCO Energy Services (Massachusetts),14405,@PepcoConnect,https://www.facebook.com/pages/Pepco-Energy-Services,1-877-737-2662,,1-877-737-2662,http://www.pepcoenergy.com/
PEPCO Energy Services (New Jersey),14405,,,,,,http://www.pepcoholdings.com/new-jersey.aspx
PEPCO Energy Services (New York),14405,@PepcoConnect,https://www.facebook.com/PepcoConnect,1-877-737-2662,http://www.pepco.com/pages/connectwithus/outages/outagemaps.aspx,1-877-737-2662,http://www.pepco.com/connect-with-us/contact-us/
PEPCO Energy Services (Pennsylvania),14405,https://twitter.com/PepcoConnect,https://www.facebook.com/PepcoConnect,1-877-737-2662,,703-253-1800,http://www.pepcoenergy.com/
PEPCO Energy Services (Texas),14405,,,,,,http://www.pepcoenergy.com/
PPL Electric Utilities Corp,14715,,,,,,http://www.pplelectric.com
PPL EnergyPlus LLC,28802,,,,,,http://www.pplenergyplus.com/
PPL EnergyPlus LLC (Montana),28802,@talenenergy,https://www.facebook.com/pages/Talen-Energy/862145650519104,888-289-7693,,888-289-7693,https://www.talenenergy.com/
PPM Energy Inc,14349,@IberdrolaRen,https://www.facebook.com/IberdrolaRen,503-796-7000 or 1-855-329-6053,,503-796-7000; 1-855-329-6053,http://iberdrolarenewables.us/rel_08.05.01.html
PSEG Energy Resources and Trade,55897,@PSEGdelivers,https://www.facebook.com/PSEG,,http://outagecenter.pseg.com/external/default.html,1-800-436-7734,https://pseg.com/family/power/resources_trade/index.jsp
PUD No 1 of Asotin County,14771,,,509-758-1010,,509-758-1010,http://www.asotinpud.org/electrical.html
PUD No 1 of Benton County,1579,@BentonPUD,https://www.facebook.com/pages/Benton-PUD/104468735587?ref=hl,1-888-582-2176,,509-582-2175,http://www.bentonpud.org/
PUD No 1 of Chelan County,3413,@chelanpud,https://www.facebook.com/chelanpud,(877) 783-8123; Not an Emergency: (509) 661-4254,,(509) 663-8121 or (888) 663-8121,http://www.chelanpud.org/
PUD No 1 of Clallam County,3644,@ClallamPUD,https://www.facebook.com/ClallamPUD,360.452.9771 or 800.542.7859,,360.452.9771 or 800.542.7859,http://www.clallampud.net/
PUD No 1 of Clark County,3660,@ClarkPUD,https://www.facebook.com/ClarkPublicUtilities,360-992-8000,http://www.clarkpublicutilities.com/index.cfm/safety-outages/power-outages/outage-map/,360-992-3000 or Clark County: 1-800-562-1736;  Portland: 503-285-9141;,http://www.clarkpublicutilities.com/
PUD No 1 of Cowlitz County,4442,@CowlitzPUD,https://www.facebook.com/CowlitzPUD,(360) 423-1200 or 1-855-497-6937,,(360) 423-2210 or 1-800-631-1131,https://www.cowlitzpud.org/
PUD No 1 of Douglas County,5326,@DouglasPUD,,509-884-7191 / 1-800-503-7990,,East Wenatchee 509-884-7191; Bridgeport 509-686-4501; Wells Dam 509-923-2226; Douglas County: 1-800-503-7990,http://www.douglaspud.org/
PUD No 1 of Ferry County,6297,,,(509) 775-3849,,(509) 775-3325,http://fcpud.com/
PUD No 1 of Franklin County,6716,@franklinpud,,(509) 542-5300,,509.547.5591; (800) 638-7701,http://www.franklinpud.com/
PUD No 1 of Grays Harbor Cnty,7548,@GHPUD,,360-537-3721 or 1-888-541-5923,,360-532-4220 * 800-562-7726,https://www.ghpud.org/
PUD No 1 of Kittitas County,10326,,,(509) 933-7200,,(509) 933-7200; (509) 674-2790,http://www.kittitaspud.com/
PUD No 1 of Klickitat County,10393,@KlickitatPUD,https://www.facebook.com/pages/Klickitat-PUD/189456194437767,Goldendale: 509-773-5891; 800-548-8357 -- White Salmon: 509-493-2255; 800-548-8358,,Goldendale: 509-773-5891; 800-548-8357 -- White Salmon: 509-493-2255; 800-548-8358,http://www.klickitatpud.com/
PUD No 1 of Lewis County,10944,,https://www.facebook.com/pages/Lewis-County-PUD/117557841638208,800.562.5612,,800.562.5612 (WA only); 360.748.9261,http://www.lcpud.org/
PUD No 1 of Mason County,22355,@MasonCountyPUD1,https://www.facebook.com/MasonPUD1,(360) 877-5249 or (800) 544-4223,,(360) 877-5249 or (800) 544-4223,http://mason-pud1.org/
PUD No 1 of Okanogan County,14055,,https://www.facebook.com/pages/Pud-No-1-of-Okanogan-County/164050806957170,509-422-3310 or 1-800-922-7011,https://www.okanoganpud.org/rss-electric-outages.xml,509-422-3310,https://www.okanoganpud.org/
PUD No 1 of Pend Oreille Cnty,14653,,https://www.facebook.com/pages/Public-Utility-District-No-1-of-Pend-Oreille-County/156819744358344,Main Line: (509)-447-3137; North County: (509)-446-3137; South County: (509)-242-3137,,Main Line: (509)-447-3137; North County: (509)-446-3137; South County: (509)-242-3137,http://popud.org/
PUD No 1 of Skamania Co,17279,,,(800) 922-5329 or (509) 427-5126,,(509) 427-5126; (800) 922-5329,http://www.skamaniapud.com/
PUD No 1 of Whatcom County,40456,,,360-384-4288,,360-384-4288,http://www.pudwhatcom.org/
PUD No 2 of Grant County,14624,@GrantPUD,https://www.facebook.com/GrantCountyPUD?sk=wall,(800) 216-5226,,(509) 766-2505,http://www.grantpud.org/
PUD No 3 of Mason County,15419,@pud3,https://www.facebook.com/MASONPUD3,Belfair PUD 3 office: (360) 275-2833; Shelton: (360) 432-1533; From Elma to Shelton: (360) 861-4247; From Belfair to Shelton: (360) 275-6518,,Belfair PUD 3 office: (360) 275-2833; Shelton: (360) 426-8255; From Elma to Shelton: (360) 861-4247; From Belfair to Shelton: (360) 275-6518,http://www.masonpud3.org/outages/outages.aspx
PacifiCorp,14354,@PacifiCorp,https://www.facebook.com/pages/Pacificorp/121474841237049,1-877-508-5088,,1-888-221-7070,http://www.pacificorp.com/index.html
PacifiCorp (Idaho),14354,@RMP_Idaho,https://www.facebook.com/rockymountainpower,1-877-508-5088,,1-888-221-7070,https://www.rockymountainpower.net/about/contact.html
PacifiCorp (Oregon),14354,@PacifiCorp,https://www.facebook.com/pages/Pacificorp/121474841237049,1-877-508-5088,,1-888-221-7070,http://www.pacificorp.com/index.html
PacifiCorp (Utah),14354,@RMP_Utah,https://www.facebook.com/rockymountainpower,1-877-508-5088,,1-888-221-7070,http://www.rockymountainpower.net/index.html
PacifiCorp (Washington),14354,,,1-877-508-5088,,1-888-221-7070,http://www.pacificorp.com/index.html
PacifiCorp (Wyoming),14354,@RMP_Wyoming,https://www.facebook.com/rockymountainpower,1-877-508-5088,,1-888-221-7070,http://www.rockymountainpower.net/index.html
Pacific Gas & Electric Co,14328,@PGE4Me,https://www.facebook.com/pacificgasandelectric,800-743-5002,http://pge.com/myhome/outages/outage/,800-743-5002,http://www.pge.com
Pacific Northwest Generating Coop,14323,,,,,,
Page Electric Utility,14373,,,(928) 645-2419,,(928) 645-2419,http://pageutility.com/
"Palmco Power NJ, LLC",56501,@PALMco_,https://www.facebook.com/PALMcoUSA,(877) 726-5862,,(877) 726-5862,https://www.palmcoenergy.com/contact/
"Palmco Power NJ, LLC (New Jersey)",56501,@PALMco_,https://www.facebook.com/PALMcoUSA,,,877-726-5862,https://www.palmcoenergy.com/
"Palmco Power PA, LLC",56573,@PALMco_,https://www.facebook.com/PALMcoUSA,(877) 726-5862,,(877) 726-5862,https://www.palmcoenergy.com/
"Palmco Power PA, LLC (Pennsylvania)",56573,,,(877) 726-5862,,(877) 726-5862,https://www.palmcoenergy.com/
Palmetto Electric Coop Inc,14398,@PalmettoCoop,https://www.facebook.com/PalmettoElectricCoop?ref=sgm,1-800-922-5551,,Hampton:803-943-2211; New River:843-208-5551; Hilton Head:843-681-5551; Ridgeland:843-726-5551,http://www.palmetto.coop/
Panhandle Rural El Member Assn,14426,,https://www.facebook.com/pages/PREMA-Panhandle-Rural-Electric-Membership-Association/1448055985431954,1-888-641-1907 or 308-762-1311,,308-762-1311,http://www.prema.coop/
"Panola-Harrison Elec Coop, Inc",14424,,https://www.facebook.com/pages/panola-harrison-electric-cooperative/122710417786609,(903) 935-7936,,(903) 935-7936,http://www.phec.us/
"Panola-Harrison Elec Coop, Inc (Louisiana)",14424,,,(318) 933-5096,,(318) 933-5096,
Paragould Light & Water Comm,14446,,https://www.facebook.com/PLWCUtility,(870) 239-7700,,(870) 239-7700,http://www.paragould.com/
Park Electric Coop Inc,14500,,,(855) 999-9492 (After Hours),,406-222-3100,http://www.parkelectric.coop/
Parke County Rural E M C,14471,,,765-569-3133 or 800-537-3913,,765-569-3133 or 800-537-3913,http://www.pcremc.com/
Parkland Light & Water Company,14505,,,(253) 531-5666,,(253) 531-5666,http://www.plw.coop/
Parowan City Corporation (Utility Company),14512,,,435-477-3331,,435-477-3331,http://parowan.org/city-government/
Pasadena Cogneration LP,11059,,,,,,
Pascoag Utility District,14537,@PascoagUtility,https://www.facebook.com/PascoagUtilityDistrict,,http://www.pud-ri.org/outages-safety/outage-map,,http://www.pud-ri.org/
Pataula Electric Member Corp,14588,@cobbemc,https://www.facebook.com/cobbemc,(770) 429-2100,,,https://www.cobbemc.com/
"Paulding-Putman Elec Coop, Inc",14599,@PauldingPutnam,https://www.facebook.com/Paulding.Putnam.EC,800-686-2357,http://ppec.coop/territory-and-outage-maps/,,http://ppec.coop/
"Paulding-Putman Elec Coop, Inc (Indiana)",14599,@PauldingPutnam,https://www.facebook.com/Paulding.Putnam.EC,800-686-2357,https://ebill.ppec.coop/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,419-399-3026,http://ppec.coop/
Payson City Corporation (Utility Company),14600,,,(801) 465-5270,,(801) 465-5270,http://www.paysonutah.org/power.main.html
Pea River Electric Coop,14602,,https://www.facebook.com/pages/Pea-River-Electric-Cooperative/121447537879435,1-800-264-7732,,1-800-264-7732,http://peariver.com/
"Peace River Electric Coop, Inc",14606,,,1-877-282-3656,http://outage.preco.coop/,1-877-282-3656,http://www.preco.coop/
Pearl River Valley El Pwr Assn,14563,,,1-855-277-8372,http://www.outageentry.com/dvOSM/dvOSM2.php?Client=prvepa,Columbia: 601-736-2666 -- Hattiesburg: 601-264-2458 -- Purvis:  601-794-8051 -- Wiggins: 601-928-7277,http://prvepa.com/
"Pedernales Electric Coop, Inc",14626,@PedernalesCoop,https://www.facebook.com/PedernalesCoop,1-888-883-3379,,,http://www.pec.coop/
Pedro Bay Village Council (Utility Company),14633,,https://www.facebook.com/pages/Pedro-Bay-Village-Council/153369301339856,(907) 850-2225,,(907) 850-2225,http://www.swamc.org/html/southwest-alaska/lake-peninsula-bor.-raquo/pedro-bay.php
"Pee Dee Electric Coop, Inc",14557,@PDEC_SC,https://www.facebook.com/PeeDeeElectric?ref=hl,(843) 665-4070; (866) 747-0060,,843-665-4070; 866-747-0060,http://peedeeelectric.com/
Pee Dee Electric Member Corp,14717,@peedeeelectric,https://www.facebook.com/PeeDeeElectric.NorthCarolina,1.800.693.0190,,1.800.693.0190,http://www.pdemc.com/
Pelican Utility,29297,,,907-735-2204,,907-735-2204,http://ast2.com/pelican_alaska.htm
Pella Cooperative Elec Assn,26765,@PellaCoop,https://www.facebook.com/pellacooperativeelectric,800-619-1040,https://www.iowarec.org/outages/,641-628-1040,http://www.pella-cea.org/
Pemiscot-Dunklin Elec Coop Inc,14712,,,1-800-558-6641,,573-757-6641 or (573)888-4564,http://www.pemdunk.com/
Peninsula Light Company,14668,@PenLightCo,https://www.facebook.com/PenLightCo,(253) 853-1388 or 877-853-1388,,253-857-5950; 1-888-809-8021,http://www.penlight.org/
Pennsylvania Electric Co,14711,@Penelec,https://www.facebook.com/FirstEnergyCareers,888-544-4877,https://www.firstenergycorp.com/content/customer/outages_help/current_outages_maps.html,,https://www.firstenergycorp.com/content/customer/penelec.html
Pennsylvania Electric Co (New York),14711,,,,,,
Pennsylvania Electric Co (Pennsylvania),14711,@Penelec,https://www.facebook.com/FirstEnergyCareers,1-888-544-4877,,1-888-544-4877,https://firstenergycorp.com/penelec.html?utm_source=google&utm_medium=local&utm_campaign=google-local5988100005
Pennsylvania Power Co (Pennsylvania),14716,,,,,,
Pennyrile Rural Electric Coop,14724,@pennyrile_recc,https://www.facebook.com/pages/Pennyrile-Electric/277410916473,"Hopkinsville: (270) 886-2555 or 1-800-297-4710, Cadiz: (270) 522-6678 or 1-800-297-4707, Elkton: (270) 265-2545 or 1-800-297-4708, Russellville: (270) 726-2479 or 1-800-297-4709",,"Hopkinsville: (270) 886-2555 or 1-800-297-4710, Cadiz: (270) 522-6678 or 1-800-297-4707, Elkton: (270) 265-2545 or 1-800-297-4708, Russellville: (270) 726-2479 or 1-800-297-4709",http://precc.com/
Penoyer Valley Electric Coop,40497,,,(775) 729-2565,,(775) 729-2565,
Penstar Power,49952,,,(888) 313-4747 or (800) 332-7143 or (713) 207-2222 or (888) 218-3919 or (888) 866-7456 or (956) 668-9551,,(888) 313-4747 or (800) 332-7143 or (713) 207-2222 or (888) 218-3919 or (888) 866-7456 or (956) 668-9551,https://penstarpower.com/index.html
People's Cooperative Services,14468,@Peoplesrec,https://www.facebook.com/pages/Peoples-Energy-Cooperative/221329051329935,800-214-2694,https://www.peoplesrec.com/content/outage-map,,https://www.peoplesrec.com/
People's Electric Cooperative,14775,@PEC_Oklahoma,https://www.facebook.com/PeoplesElectricCooperative,1-877-272-1500 or (580) 272-1500,http://peopleselectric.coop/custom/index.php,1-877-456-3031 or (580) 332-3031,http://peopleselectric.coop/custom/index.php
People's Electric Corporation,14788,@PEC_Oklahoma,https://www.facebook.com/PeoplesElectricCooperative,1-877-272-1500 or (580) 272-1500,http://peopleselectric.coop/custom/index.php,1-877-456-3031 or (580) 332-3031,http://peopleselectric.coop/custom/index.php
Perennial Public Power Dist,21111,,https://www.facebook.com/PerennialPublicPowerDistrict,(800) 289-0288,,402-362-3355,http://perennialpower.com/
Petit Jean Electric Coop Corp,14864,,https://www.facebook.com/pages/Petit-Jean-Electric-Cooperative/370567673089155?notif_t=page_new_likes,501-745-2493 (Clinton) or 870-448-3477 (Marshall),,501-745-2493 (Clinton) or 870-448-3477 (Marshall),http://www.pjecc.com/
Philippi Municipal Electric,14954,,,304-457-3700,,304-457-3700,
Pickwick Electric Coop,15016,,,1-866-260-4025,,(731) 645-3411,http://www.pickwickec.com/
Piedmont Electric Member Corp,15023,@PiedmontEMC,https://www.facebook.com/PiedmontEMC,1.800.449.2667,,1.800.449.2667,http://pemc.coop/
Piedmont Municipal Power Agny,15028,@PMPA_Power,https://www.facebook.com/piedmontmunicipalpoweragency,,,864-877-9632; 877-236-3547,http://www.pmpa.com/
Pierce-Pepin Coop Services,15034,@PiercePepinCoop,https://www.facebook.com/PiercePepinCoop,800-927-5705,https://ebill.piercepepin.com/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,715-273-4355 or 800-924-2133,http://www.piercepepin.com/
Pike County Light & Power Co,15045,@ORUConnect,https://www.facebook.com/ORUConnect,1-877-434-4100,http://apps.coned.com/stormcenter_external_oru/default.html,1-877-434-4100,http://www.oru.com/index.html
Pike County Light & Power Co (Pennsylvania),15045,@ORUConnect,https://www.facebook.com/ORUConnect,1-877-434-4100,http://www.oru.com/energyandsafety/storms/outagemapredirect/index.html,1-877-434-4100,http://www.oru.com/index.html
Pilot Power Group Inc,14999,,,(858) 678-0118,,,http://pilotpowergroup.com/
"Pioneer Electric Coop, Inc",15073,@ConnectionsCard,https://www.facebook.com/CoopConnectionsCard,800-533-0323,http://www.pioneerelectric.com/content/outage-map,800-239-3092,http://www.pioneerelectric.com/
"Pioneer Electric Coop, Inc (Alabama)",30517,@ConnectionsCard,https://www.facebook.com/PECconnect?ref=bookmarks,(800) 533-0323,http://www.pioneerelectric.com/content/outage-map,(800) 533-0323,http://www.pioneerelectric.com/
Pioneer Power and Light Co,15086,,,(608) 296-2149,,(608) 296-2149,
"Pioneer Rural Elec Coop, Inc",15054,@PioneerElecCoop,https://www.facebook.com/Pioneerec,1-800-762-0997,https://mss.pioneerec.com/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,,http://www.pioneerec.com/topNav/home.aspx
Pitt & Greene Elec Member Corp,14857,,,252-753-3128 or 800-622-1362 or 252-747-7600 or 252-753-8778,,252-753-3128 or 800-622-1362 or 252-747-7600 or 252-753-8778,https://www.pgemc.com/
Placer County Water Agency,15127,@PlacerWater,https://www.facebook.com/ThePCWA,(530) 823-4850,,(530) 823-4850,https://www.pcwa.net/
Planters Electric Member Corp,14649,,https://www.facebook.com/plantersemc,(478) 982-4722,,(478) 982-4722; Waynesboro: (706) 554-2422; Sylvania: (912) 564-2232,http://www.plantersemc.com/
Plateau Electric Cooperative,15141,,https://www.facebook.com/plateauelectric,423-569-8591,,423-569-8591,http://www.plateauelectric.com/
Platte River Power Authority,15143,,https://www.facebook.com/PlatteRiverPower,1-888-748-5113,,,http://www.prpa.org/
"Platte-Clay Electric Coop, Inc",15138,@PlatteClayEl,https://www.facebook.com/PlatteClayElectric,(816) 628-3121,http://www.pcec.coop/services/platte-clay-area-outage-map/,816-628-3121,http://www.pcec.coop/
Plumas-Sierra Rural Elec Coop,15308,@PlumasSierraREC,https://www.facebook.com/PlumasSierraREC,(800) 555-2207,http://www.psrec.coop/service-area.php,,http://www.psrec.coop/
Plymouth Cogeneration LP,15112,,,,,,
Pointe Coupee Elec Member Corp,15175,@pcemc,https://www.facebook.com/pages/Pointe-Coupee-Electric-Membership-Corporation/252817373493,(225) 638-3751 or 800-738-7232,,(225) 638-3751 or 800-738-7232,http://www.pcemc.org/
Polk County Rural Pub Pwr Dist,15188,,,(402) 764-4381,,(888) 242-5265,http://www.pcrppd.com/
Polk-Burnett Electric Coop,15344,@PolkBurnett,https://www.facebook.com/PolkBurnett,(800) 421-0283,http://outages.polkburnett.com/,(800) 421-0283,http://www.polkburnett.com/
Pontotoc Electric Power Assn,15211,,https://www.facebook.com/pages/Pontotoc-Electric-Power-Association/119763844772863,"Bruce Office: 662-983-2727, Pontotoc Office: 662-489-3211 or Pontotoc after hours call 662-489-6711",,(662) 489-3211,http://www.pepa.com/
